collision_datetime,collision_time,accident_year,month,day_of_week,analysis_neighborhood
08/09/2007 05:30:00 AM,05:30:00,2007,August,Thursday,Western Addition
03/11/2020 01:40:00 AM,01:40:00,2020,March,Wednesday,Nob Hill
03/16/2013 07:00:00 PM,19:00:00,2013,March,Saturday,Mission
11/03/2023 08:50:00 AM,08:50:00,2023,November,Friday,Inner Sunset
08/02/2016 03:11:00 PM,15:11:00,2016,August,Tuesday,Tenderloin
01/26/2012 10:06:00 AM,10:06:00,2012,January,Thursday,South of Market
08/28/2007 06:00:00 PM,18:00:00,2007,August,Tuesday,Mission
12/13/2007 06:30:00 PM,18:30:00,2007,December,Thursday,Financial District/South Beach
05/26/2021 06:59:00 AM,06:59:00,2021,May,Wednesday,Outer Richmond
03/04/2023 03:17:00 PM,15:17:00,2023,March,Saturday,Financial District/South Beach
05/08/2019 09:28:00 AM,09:28:00,2019,May,Wednesday,South of Market
03/18/2016 05:04:00 PM,17:04:00,2016,March,Friday,Tenderloin
10/14/2013 02:20:00 PM,14:20:00,2013,October,Monday,Chinatown
05/24/2020 04:31:00 PM,16:31:00,2020,May,Sunday,Golden Gate Park
08/08/2013 10:56:00 AM,10:56:00,2013,August,Thursday,Tenderloin
07/29/2013 12:47:00 PM,12:47:00,2013,July,Monday,Castro/Upper Market
09/29/2012 11:31:00 AM,11:31:00,2012,September,Saturday,Golden Gate Park
10/01/2020 03:49:00 PM,15:49:00,2020,October,Thursday,McLaren Park
12/07/2022 11:04:00 PM,23:04:00,2022,December,Wednesday,Mission
10/03/2020 01:07:00 AM,01:07:00,2020,October,Saturday,South of Market
09/16/2017 05:07:00 PM,17:07:00,2017,September,Saturday,Castro/Upper Market
07/21/2005 11:40:00 AM,11:40:00,2005,July,Thursday,Visitacion Valley
05/09/2012 11:46:00 AM,11:46:00,2012,May,Wednesday,Pacific Heights
10/27/2005 04:26:00 PM,16:26:00,2005,October,Thursday,Japantown
12/14/2022 07:54:00 PM,19:54:00,2022,December,Wednesday,Castro/Upper Market
04/23/2013 11:26:00 AM,11:26:00,2013,April,Tuesday,Sunset/Parkside
02/06/2012 10:17:00 AM,10:17:00,2012,February,Monday,Western Addition
11/02/2022 11:57:00 PM,23:57:00,2022,November,Wednesday,Western Addition
08/25/2005 03:47:00 PM,15:47:00,2005,August,Thursday,Nob Hill
07/16/2007 10:42:00 AM,10:42:00,2007,July,Monday,West of Twin Peaks
07/01/2014 04:29:00 AM,04:29:00,2014,July,Tuesday,Lakeshore
05/14/2020 01:57:00 PM,13:57:00,2020,May,Thursday,Mission
02/09/2021 02:45:00 PM,14:45:00,2021,February,Tuesday,Potrero Hill
01/03/2023 08:41:00 AM,08:41:00,2023,January,Tuesday,Tenderloin
03/19/2005 10:50:00 AM,10:50:00,2005,March,Saturday,Financial District/South Beach
11/28/2017 05:18:00 PM,17:18:00,2017,November,Tuesday,Mission
08/04/2020 01:15:00 PM,13:15:00,2020,August,Tuesday,Marina
09/26/2017 06:34:00 AM,06:34:00,2017,September,Tuesday,Financial District/South Beach
11/27/2022 12:01:00 AM,00:01:00,2022,November,Sunday,Bernal Heights
03/25/2005 09:23:00 AM,09:23:00,2005,March,Friday,Castro/Upper Market
08/07/2020 11:35:00 PM,23:35:00,2020,August,Friday,Excelsior
07/16/2014 09:30:00 PM,21:30:00,2014,July,Wednesday,Financial District/South Beach
08/08/2013 10:06:00 PM,22:06:00,2013,August,Thursday,Lakeshore
07/20/2023 09:17:00 PM,21:17:00,2023,July,Thursday,Tenderloin
01/24/2008 08:55:00 AM,08:55:00,2008,January,Thursday,South of Market
10/16/2023 06:30:00 PM,18:30:00,2023,October,Monday,Hayes Valley
12/16/2022 08:12:00 AM,08:12:00,2022,December,Friday,Inner Sunset
05/04/2019 04:51:00 PM,16:51:00,2019,May,Saturday,Bayview Hunters Point
02/05/2023 01:07:00 AM,01:07:00,2023,February,Sunday,Hayes Valley
09/18/2023 05:34:00 PM,17:34:00,2023,September,Monday,Financial District/South Beach
03/04/2020 06:29:00 PM,18:29:00,2020,March,Wednesday,Financial District/South Beach
04/13/2008 02:00:00 PM,14:00:00,2008,April,Sunday,Sunset/Parkside
07/17/2013 03:35:00 PM,15:35:00,2013,July,Wednesday,Financial District/South Beach
12/10/2011 10:45:00 PM,22:45:00,2011,December,Saturday,South of Market
04/03/2012 08:35:00 PM,20:35:00,2012,April,Tuesday,Outer Mission
10/03/2022 10:50:00 AM,10:50:00,2022,October,Monday,Excelsior
11/12/2022 10:08:00 AM,10:08:00,2022,November,Saturday,Financial District/South Beach
03/30/2010 06:19:00 PM,18:19:00,2010,March,Tuesday,Hayes Valley
10/08/2012 11:30:00 PM,23:30:00,2012,October,Monday,Excelsior
09/10/2023 09:17:00 AM,09:17:00,2023,September,Sunday,Inner Sunset
08/24/2023 04:17:00 PM,16:17:00,2023,August,Thursday,Potrero Hill
05/13/2023 03:19:00 PM,15:19:00,2023,May,Saturday,Mission
12/10/2022 03:14:00 PM,15:14:00,2022,December,Saturday,Sunset/Parkside
12/09/2022 05:38:00 PM,17:38:00,2022,December,Friday,South of Market
09/27/2023 09:30:00 PM,21:30:00,2023,September,Wednesday,Oceanview/Merced/Ingleside
12/02/2011 05:00:00 PM,17:00:00,2011,December,Friday,Bayview Hunters Point
09/26/2005 08:26:00 AM,08:26:00,2005,September,Monday,Mission
06/13/2013 08:33:00 AM,08:33:00,2013,June,Thursday,Mission Bay
07/08/2012 06:37:00 PM,18:37:00,2012,July,Sunday,Mission Bay
07/29/2008 09:02:00 PM,21:02:00,2008,July,Tuesday,Mission
04/21/2005 10:10:00 AM,10:10:00,2005,April,Thursday,Inner Sunset
12/07/2023 05:15:00 PM,17:15:00,2023,December,Thursday,Financial District/South Beach
03/11/2008 09:12:00 AM,09:12:00,2008,March,Tuesday,South of Market
09/12/2023 07:08:00 PM,19:08:00,2023,September,Tuesday,Hayes Valley
11/22/2014 08:44:00 PM,20:44:00,2014,November,Saturday,Pacific Heights
11/09/2022 05:00:00 AM,05:00:00,2022,November,Wednesday,South of Market
08/13/2007 02:07:00 PM,14:07:00,2007,August,Monday,South of Market
05/15/2015 08:53:00 AM,08:53:00,2015,May,Friday,Tenderloin
12/04/2022 06:30:00 PM,18:30:00,2022,December,Sunday,South of Market
09/14/2007 12:50:00 PM,12:50:00,2007,September,Friday,North Beach
09/14/2023 04:44:00 PM,16:44:00,2023,September,Thursday,Inner Sunset
08/28/2012 08:31:00 PM,20:31:00,2012,August,Tuesday,Golden Gate Park
08/28/2023 06:59:00 AM,06:59:00,2023,August,Monday,Financial District/South Beach
06/09/2020 12:59:00 PM,12:59:00,2020,June,Tuesday,Nob Hill
12/22/2022 08:25:00 AM,08:25:00,2022,December,Thursday,Outer Richmond
05/25/2020 09:56:00 AM,09:56:00,2020,May,Monday,Marina
10/29/2023 09:00:00 PM,21:00:00,2023,October,Sunday,Golden Gate Park
03/24/2023 06:48:00 PM,18:48:00,2023,March,Friday,Outer Richmond
08/19/2006 01:50:00 PM,13:50:00,2006,August,Saturday,Inner Richmond
05/26/2021 08:40:00 PM,20:40:00,2021,May,Wednesday,Mission
03/09/2008 10:14:00 AM,10:14:00,2008,March,Sunday,Outer Mission
04/28/2014 05:54:00 AM,05:54:00,2014,April,Monday,Mission
02/29/2024 10:30:00 AM,10:30:00,2024,February,Thursday,Bayview Hunters Point
09/26/2022 04:26:00 PM,16:26:00,2022,September,Monday,Lone Mountain/USF
11/25/2022 08:50:00 PM,20:50:00,2022,November,Friday,Mission
04/30/2020 01:10:00 AM,01:10:00,2020,April,Thursday,Mission
10/08/2007 02:15:00 PM,14:15:00,2007,October,Monday,Nob Hill
12/02/2022 02:46:00 AM,02:46:00,2022,December,Friday,Marina
04/17/2023 06:14:00 AM,06:14:00,2023,April,Monday,Mission
09/29/2023 07:10:00 PM,19:10:00,2023,September,Friday,Hayes Valley
12/05/2022 09:51:00 PM,21:51:00,2022,December,Monday,Mission
08/08/2019 07:38:00 AM,07:38:00,2019,August,Thursday,Mission
11/22/2022 03:50:00 PM,15:50:00,2022,November,Tuesday,Sunset/Parkside
11/16/2017 10:10:00 AM,10:10:00,2017,November,Thursday,Oceanview/Merced/Ingleside
08/17/2023 07:22:00 AM,07:22:00,2023,August,Thursday,Chinatown
08/15/2019 10:45:00 AM,10:45:00,2019,August,Thursday,Tenderloin
06/29/2014 02:25:00 PM,14:25:00,2014,June,Sunday,Castro/Upper Market
03/10/2017 09:00:00 AM,09:00:00,2017,March,Friday,Oceanview/Merced/Ingleside
07/24/2023 10:52:00 AM,10:52:00,2023,July,Monday,Tenderloin
08/31/2006 10:12:00 PM,22:12:00,2006,August,Thursday,South of Market
04/28/2023 10:40:00 PM,22:40:00,2023,April,Friday,Bernal Heights
08/25/2023 03:35:00 PM,15:35:00,2023,August,Friday,Hayes Valley
10/25/2022 05:15:00 PM,17:15:00,2022,October,Tuesday,Mission
04/02/2023 03:00:00 PM,15:00:00,2023,April,Sunday,Tenderloin
05/02/2022 10:30:00 PM,22:30:00,2022,May,Monday,Glen Park
12/28/2019 06:08:00 PM,18:08:00,2019,December,Saturday,Mission
07/27/2019 04:34:00 PM,16:34:00,2019,July,Saturday,Golden Gate Park
05/03/2013 10:50:00 AM,10:50:00,2013,May,Friday,Inner Richmond
09/09/2006 09:45:00 AM,09:45:00,2006,September,Saturday,Outer Richmond
08/27/2020 11:44:00 AM,11:44:00,2020,August,Thursday,Tenderloin
06/22/2017 09:50:00 AM,09:50:00,2017,June,Thursday,South of Market
08/23/2020 02:00:00 AM,02:00:00,2020,August,Sunday,Outer Mission
08/31/2023 05:53:00 PM,17:53:00,2023,August,Thursday,Outer Richmond
01/12/2023 02:09:00 PM,14:09:00,2023,January,Thursday,Bayview Hunters Point
12/08/2023 01:35:00 PM,13:35:00,2023,December,Friday,Financial District/South Beach
02/10/2013 11:03:00 AM,11:03:00,2013,February,Sunday,Golden Gate Park
01/09/2012 06:20:00 PM,18:20:00,2012,January,Monday,Excelsior
08/27/2014 07:45:00 PM,19:45:00,2014,August,Wednesday,South of Market
05/13/2020 04:47:00 PM,16:47:00,2020,May,Wednesday,Presidio Heights
05/05/2015 03:54:00 PM,15:54:00,2015,May,Tuesday,Oceanview/Merced/Ingleside
11/21/2015 10:45:00 PM,22:45:00,2015,November,Saturday,Russian Hill
08/24/2007 07:45:00 PM,19:45:00,2007,August,Friday,Inner Sunset
01/26/2023 05:35:00 PM,17:35:00,2023,January,Thursday,Financial District/South Beach
10/13/2007 04:03:00 PM,16:03:00,2007,October,Saturday,Chinatown
11/02/2019 07:50:00 PM,19:50:00,2019,November,Saturday,Excelsior
09/01/2012 05:39:00 PM,17:39:00,2012,September,Saturday,Inner Sunset
11/01/2015 02:55:00 PM,14:55:00,2015,November,Sunday,Nob Hill
07/10/2005 04:01:00 PM,16:01:00,2005,July,Sunday,Mission
02/15/2012 03:14:00 PM,15:14:00,2012,February,Wednesday,Japantown
01/26/2024 04:02:00 PM,16:02:00,2024,January,Friday,Portola
03/12/2014 05:45:00 AM,05:45:00,2014,March,Wednesday,Sunset/Parkside
03/30/2008 09:30:00 PM,21:30:00,2008,March,Sunday,Bernal Heights
03/13/2023 04:13:00 PM,16:13:00,2023,March,Monday,Tenderloin
12/31/2022 06:18:00 PM,18:18:00,2022,December,Saturday,Hayes Valley
01/16/2024 06:00:00 PM,18:00:00,2024,January,Tuesday,Haight Ashbury
08/08/2012 10:41:00 PM,22:41:00,2012,August,Wednesday,Bayview Hunters Point
04/03/2021 05:27:00 PM,17:27:00,2021,April,Saturday,Oceanview/Merced/Ingleside
01/08/2023 01:32:00 PM,13:32:00,2023,January,Sunday,Bayview Hunters Point
06/05/2012 06:58:00 AM,06:58:00,2012,June,Tuesday,Japantown
08/18/2023 09:52:00 PM,21:52:00,2023,August,Friday,Financial District/South Beach
10/13/2019 07:57:00 PM,19:57:00,2019,October,Sunday,Western Addition
11/22/2020 01:00:00 PM,13:00:00,2020,November,Sunday,Lone Mountain/USF
06/13/2013 09:25:00 AM,09:25:00,2013,June,Thursday,Financial District/South Beach
12/07/2022 09:23:00 AM,09:23:00,2022,December,Wednesday,Mission
08/18/2005 10:15:00 AM,10:15:00,2005,August,Thursday,Nob Hill
01/27/2023 12:39:00 PM,12:39:00,2023,January,Friday,Mission
05/09/2019 06:22:00 PM,18:22:00,2019,May,Thursday,Mission Bay
01/18/2012 02:31:00 PM,14:31:00,2012,January,Wednesday,Outer Richmond
08/15/2023 03:29:00 PM,15:29:00,2023,August,Tuesday,Bayview Hunters Point
02/24/2008 11:02:00 AM,11:02:00,2008,February,Sunday,Mission
08/09/2019 07:58:00 AM,07:58:00,2019,August,Friday,Marina
05/03/2014 04:07:00 PM,16:07:00,2014,May,Saturday,Lone Mountain/USF
10/19/2016 04:06:00 PM,16:06:00,2016,October,Wednesday,Mission
09/18/2012 08:05:00 AM,08:05:00,2012,September,Tuesday,North Beach
07/14/2017 09:32:00 AM,09:32:00,2017,July,Friday,Financial District/South Beach
10/31/2023 07:48:00 PM,19:48:00,2023,October,Tuesday,South of Market
03/17/2013 06:58:00 PM,18:58:00,2013,March,Sunday,Haight Ashbury
02/13/2008 10:50:00 AM,10:50:00,2008,February,Wednesday,Excelsior
02/04/2008 05:25:00 PM,17:25:00,2008,February,Monday,Bayview Hunters Point
08/13/2019 07:23:00 PM,19:23:00,2019,August,Tuesday,Bernal Heights
02/11/2017 05:00:00 PM,17:00:00,2017,February,Saturday,Financial District/South Beach
02/13/2008 11:45:00 AM,11:45:00,2008,February,Wednesday,Hayes Valley
07/18/2019 03:26:00 PM,15:26:00,2019,July,Thursday,Bayview Hunters Point
04/01/2023 01:15:00 AM,01:15:00,2023,April,Saturday,Financial District/South Beach
07/14/2022 03:00:00 PM,15:00:00,2022,July,Thursday,North Beach
09/18/2020 08:03:00 AM,08:03:00,2020,September,Friday,South of Market
05/18/2014 08:18:00 PM,20:18:00,2014,May,Sunday,Western Addition
08/30/2007 02:10:00 PM,14:10:00,2007,August,Thursday,Outer Mission
01/09/2013 07:10:00 AM,07:10:00,2013,January,Wednesday,Portola
10/11/2005 05:44:00 PM,17:44:00,2005,October,Tuesday,Financial District/South Beach
10/11/2022 06:14:00 PM,18:14:00,2022,October,Tuesday,Bayview Hunters Point
07/07/2007 03:53:00 AM,03:53:00,2007,July,Saturday,Inner Sunset
08/07/2007 05:50:00 PM,17:50:00,2007,August,Tuesday,Mission
04/30/2013 06:35:00 PM,18:35:00,2013,April,Tuesday,Pacific Heights
12/09/2022 07:56:00 PM,19:56:00,2022,December,Friday,Bayview Hunters Point
09/29/2019 07:57:00 AM,07:57:00,2019,September,Sunday,South of Market
10/22/2022 06:23:00 PM,18:23:00,2022,October,Saturday,Financial District/South Beach
04/11/2008 06:00:00 PM,18:00:00,2008,April,Friday,Hayes Valley
10/23/2022 06:01:00 AM,06:01:00,2022,October,Sunday,South of Market
10/19/2022 03:50:00 AM,03:50:00,2022,October,Wednesday,Financial District/South Beach
01/25/2017 05:41:00 PM,17:41:00,2017,January,Wednesday,Mission
10/19/2023 10:21:00 AM,10:21:00,2023,October,Thursday,Western Addition
09/27/2012 09:21:00 AM,09:21:00,2012,September,Thursday,Sunset/Parkside
05/06/2012 08:37:00 AM,08:37:00,2012,May,Sunday,West of Twin Peaks
03/19/2023 11:46:00 PM,23:46:00,2023,March,Sunday,Nob Hill
07/01/2005 08:16:00 AM,08:16:00,2005,July,Friday,Bayview Hunters Point
06/17/2016 08:22:00 AM,08:22:00,2016,June,Friday,Oceanview/Merced/Ingleside
02/12/2024 11:16:00 AM,11:16:00,2024,February,Monday,Mission
09/02/2007 03:00:00 PM,15:00:00,2007,September,Sunday,West of Twin Peaks
08/31/2005 09:38:00 PM,21:38:00,2005,August,Wednesday,Outer Richmond
01/15/2023 02:07:00 PM,14:07:00,2023,January,Sunday,Sunset/Parkside
05/09/2012 01:59:00 AM,01:59:00,2012,May,Wednesday,Castro/Upper Market
11/11/2014 06:45:00 PM,18:45:00,2014,November,Tuesday,Financial District/South Beach
01/30/2023 09:20:00 AM,09:20:00,2023,January,Monday,Sunset/Parkside
11/17/2013 10:22:00 AM,10:22:00,2013,November,Sunday,Mission Bay
07/31/2019 05:05:00 PM,17:05:00,2019,July,Wednesday,Mission Bay
07/28/2019 06:38:00 AM,06:38:00,2019,July,Sunday,Outer Richmond
09/29/2023 04:08:00 PM,16:08:00,2023,September,Friday,Financial District/South Beach
01/12/2016 10:52:00 AM,10:52:00,2016,January,Tuesday,Bayview Hunters Point
05/05/2021 05:38:00 PM,17:38:00,2021,May,Wednesday,Mission
07/11/2023 09:21:00 PM,21:21:00,2023,July,Tuesday,Excelsior
08/28/2023 07:21:00 AM,07:21:00,2023,August,Monday,Nob Hill
10/05/2023 02:59:00 PM,14:59:00,2023,October,Thursday,Financial District/South Beach
10/02/2012 04:55:00 PM,16:55:00,2012,October,Tuesday,Inner Sunset
07/03/2012 12:47:00 PM,12:47:00,2012,July,Tuesday,Sunset/Parkside
06/22/2014 01:59:00 AM,01:59:00,2014,June,Sunday,South of Market
12/17/2012 11:05:00 AM,11:05:00,2012,December,Monday,Russian Hill
08/11/2019 04:07:00 PM,16:07:00,2019,August,Sunday,Outer Mission
03/26/2023 11:43:00 AM,11:43:00,2023,March,Sunday,Bernal Heights
06/06/2012 05:36:00 PM,17:36:00,2012,June,Wednesday,Sunset/Parkside
05/06/2019 06:31:00 PM,18:31:00,2019,May,Monday,Financial District/South Beach
01/12/2023 02:31:00 PM,14:31:00,2023,January,Thursday,Hayes Valley
12/02/2016 11:53:00 AM,11:53:00,2016,December,Friday,Lakeshore
01/01/2024 12:30:00 AM,00:30:00,2024,January,Monday,
04/15/2020 12:15:00 PM,12:15:00,2020,April,Wednesday,Sunset/Parkside
02/28/2005 06:10:00 AM,06:10:00,2005,February,Monday,Golden Gate Park
06/24/2008 10:55:00 PM,22:55:00,2008,June,Tuesday,Mission Bay
12/28/2022 05:01:00 AM,05:01:00,2022,December,Wednesday,North Beach
06/02/2005 01:36:00 PM,13:36:00,2005,June,Thursday,Lone Mountain/USF
10/16/2007 09:33:00 AM,09:33:00,2007,October,Tuesday,Bayview Hunters Point
04/27/2010 12:26:00 PM,12:26:00,2010,April,Tuesday,Chinatown
12/18/2022 05:27:00 PM,17:27:00,2022,December,Sunday,Lakeshore
04/30/2012 09:46:00 PM,21:46:00,2012,April,Monday,Mission
12/17/2022 04:13:00 PM,16:13:00,2022,December,Saturday,Mission
03/16/2020 05:15:00 PM,17:15:00,2020,March,Monday,Nob Hill
11/01/2007 05:50:00 PM,17:50:00,2007,November,Thursday,Financial District/South Beach
12/05/2007 03:35:00 PM,15:35:00,2007,December,Wednesday,Tenderloin
08/26/2012 04:28:00 PM,16:28:00,2012,August,Sunday,Financial District/South Beach
08/01/2007 10:44:00 AM,10:44:00,2007,August,Wednesday,Tenderloin
07/23/2019 10:54:00 AM,10:54:00,2019,July,Tuesday,Nob Hill
05/24/2023 04:55:00 PM,16:55:00,2023,May,Wednesday,West of Twin Peaks
12/14/2022 01:20:00 PM,13:20:00,2022,December,Wednesday,Mission Bay
09/04/2024 09:44:00 PM,21:44:00,2024,September,Wednesday,Western Addition
08/22/2022 03:40:00 PM,15:40:00,2022,August,Monday,Russian Hill
07/04/2019 05:50:00 PM,17:50:00,2019,July,Thursday,Hayes Valley
05/28/2020 07:18:00 PM,19:18:00,2020,May,Thursday,South of Market
08/23/2016 07:17:00 AM,07:17:00,2016,August,Tuesday,Oceanview/Merced/Ingleside
11/24/2022 06:31:00 PM,18:31:00,2022,November,Thursday,Mission
04/19/2023 12:45:00 PM,12:45:00,2023,April,Wednesday,Marina
02/18/2013 08:43:00 PM,20:43:00,2013,February,Monday,South of Market
08/15/2007 05:07:00 PM,17:07:00,2007,August,Wednesday,Financial District/South Beach
10/24/2019 09:30:00 PM,21:30:00,2019,October,Thursday,South of Market
01/08/2023 10:42:00 PM,22:42:00,2023,January,Sunday,Excelsior
10/02/2011 12:12:00 AM,00:12:00,2011,October,Sunday,
03/25/2008 09:10:00 PM,21:10:00,2008,March,Tuesday,Tenderloin
10/07/2017 03:00:00 PM,15:00:00,2017,October,Saturday,Inner Richmond
08/14/2022 12:22:00 PM,12:22:00,2022,August,Sunday,Marina
08/30/2007 02:47:00 PM,14:47:00,2007,August,Thursday,Haight Ashbury
05/20/2014 08:59:00 PM,20:59:00,2014,May,Tuesday,Japantown
11/20/2022 08:34:00 PM,20:34:00,2022,November,Sunday,Hayes Valley
11/02/2007 03:55:00 PM,15:55:00,2007,November,Friday,Western Addition
10/25/2016 10:05:00 AM,10:05:00,2016,October,Tuesday,Oceanview/Merced/Ingleside
05/05/2019 10:25:00 PM,22:25:00,2019,May,Sunday,Mission
05/20/2012 05:45:00 PM,17:45:00,2012,May,Sunday,Outer Mission
07/23/2020 01:40:00 AM,01:40:00,2020,July,Thursday,Oceanview/Merced/Ingleside
01/02/2023 10:00:00 PM,22:00:00,2023,January,Monday,West of Twin Peaks
01/10/2013 07:15:00 AM,07:15:00,2013,January,Thursday,Oceanview/Merced/Ingleside
04/13/2023 01:54:00 PM,13:54:00,2023,April,Thursday,Tenderloin
07/30/2019 06:25:00 PM,18:25:00,2019,July,Tuesday,Hayes Valley
10/10/2024 11:40:00 AM,11:40:00,2024,October,Thursday,Tenderloin
04/08/2012 02:10:00 PM,14:10:00,2012,April,Sunday,South of Market
08/05/2006 02:05:00 AM,02:05:00,2006,August,Saturday,Marina
09/28/2013 02:00:00 AM,02:00:00,2013,September,Saturday,Financial District/South Beach
05/10/2019 09:37:00 PM,21:37:00,2019,May,Friday,Bayview Hunters Point
07/31/2007 06:09:00 PM,18:09:00,2007,July,Tuesday,Golden Gate Park
07/30/2012 07:25:00 PM,19:25:00,2012,July,Monday,Castro/Upper Market
08/18/2009 06:30:00 AM,06:30:00,2009,August,Tuesday,Russian Hill
07/11/2022 12:52:00 PM,12:52:00,2022,July,Monday,Tenderloin
08/20/2023 09:59:00 PM,21:59:00,2023,August,Sunday,Mission
04/01/2012 12:40:00 PM,12:40:00,2012,April,Sunday,Financial District/South Beach
11/02/2018 02:15:00 PM,14:15:00,2018,November,Friday,Mission
11/20/2022 08:24:00 AM,08:24:00,2022,November,Sunday,Castro/Upper Market
04/25/2024 01:19:00 AM,01:19:00,2024,April,Thursday,South of Market
12/13/2019 02:13:00 PM,14:13:00,2019,December,Friday,Outer Mission
01/05/2024 04:34:00 AM,04:34:00,2024,January,Friday,Financial District/South Beach
07/06/2020 04:19:00 PM,16:19:00,2020,July,Monday,Bayview Hunters Point
12/07/2022 12:17:00 PM,12:17:00,2022,December,Wednesday,Japantown
01/06/2012 02:00:00 PM,14:00:00,2012,January,Friday,Presidio Heights
02/25/2014 05:58:00 PM,17:58:00,2014,February,Tuesday,Sunset/Parkside
12/19/2019 02:12:00 PM,14:12:00,2019,December,Thursday,Hayes Valley
08/30/2020 06:40:00 AM,06:40:00,2020,August,Sunday,Oceanview/Merced/Ingleside
06/05/2023 12:40:00 PM,12:40:00,2023,June,Monday,Mission
07/28/2019 10:40:00 AM,10:40:00,2019,July,Sunday,Bayview Hunters Point
08/02/2007 12:20:00 PM,12:20:00,2007,August,Thursday,Hayes Valley
06/04/2012 06:55:00 AM,06:55:00,2012,June,Monday,Western Addition
07/10/2013 04:51:00 PM,16:51:00,2013,July,Wednesday,Noe Valley
05/24/2023 04:36:00 PM,16:36:00,2023,May,Wednesday,Marina
08/04/2023 04:41:00 PM,16:41:00,2023,August,Friday,Mission
09/01/2006 09:04:00 PM,21:04:00,2006,September,Friday,Financial District/South Beach
06/22/2022 06:25:00 PM,18:25:00,2022,June,Wednesday,Bernal Heights
11/19/2013 08:00:00 PM,20:00:00,2013,November,Tuesday,Castro/Upper Market
